uuid,sentence1,sentence2,similarity_score
3da52ed7-9397-4b04-a313-aac01bac07d5,poste diese Nachricht auf Twitter,Twittern Sie etwas für mich.,4
28433e50-062c-40ee-8c64-b3224d78119c,Bitte retweete diesen Beitrag auf Twitter,poste dieses Bild auf Twitter,3
6e3b62d2-9ba0-4d8e-87a5-257f93c35ee2,"Olly, spiel einen guten Film auf meinem Fernseher","Olly, ich möchte als nächstes Pictures hören.",3
5cbd9c45-b349-4267-b538-5b5a18e0cd80,"Olly, suche nach Filmen in meiner Nähe.","Olly, welche Filme werden in meiner Nähe gespielt?",4
37c7a7e0-8143-4c26-937a-5bfd500ce5a8,"PDA, spiel mir den WVAQ-Radiosender.",PDA spielt ab dieser Stelle dieses Hörbuchs,3
d3d9b6d0-adc5-4e14-9a2d-82c30132d248,"PDA, spiele das Radio für mich ab.","PDA, schalte das Radio für mich ein.",5
b957454e-2e9c-492a-8d4c-0aadee3d802b,In welchem Jahr wurde Elvis geboren?,Was ist Elvis' Lieblingsfahrgeschäft?,1
bcfb9346-baae-4ebc-b63e-fecbb5fbc58d,In welchem Jahr ist Elvis gestorben?,Wann ist Elvis gestorben?,4
92cc0e6d-4356-4fa0-b22a-e1a0aa8594f8,Kannst du mir Marys Handynummer geben?,Ist Mary Smith in meiner Kontaktliste?,3
58c971b9-b0a4-4a51-9c72-bd44e5291bc2,Wie lautet die Telefonnummer von Mary S.?,Wie lautet die Telefonnummer von Mary Smith?,4
5ce2d621-027e-4a1e-a2b6-63220e0a2bae,"Du rockst, vielen Dank.","Du rockst, ich weiß das zu schätzen, Olly.",5
570fa839-1194-4288-b895-5bd50873723e,"Es tut mir leid, aber ich glaube, du hast es vermasselt.","Ups, du hast es vermasselt.",5
14411656-12c8-499a-8a65-187ebd8b9e58,"Danke, aber ich glaube, Sie haben es vermasselt.","Tut mir leid, aber ich glaube, du hast es vermasselt.",5
8f641db1-a49e-4e5d-9533-51aea7b31dd8,Kann ich Olive Garden zum Mitnehmen bestellen?,"Sagen Sie mir, ob The Olive Garden Take Away zulässt.",4
73fb8ca3-3664-4628-bd0f-b9ffb4e62e90,Ich muss ein Zugticket von Mumbai nach Goa buchen,Ich muss ein Rajdhani Zugticket von Mumbai nach Ahmedabad buchen,3
0aa9c162-9206-47d1-8a40-6f9f6e727489,Besorgen Sie mir ein Zugticket von Mumbai nach Goa,Buchen Sie ein Zugticket von Mumbai nach Goa,5
2c237466-a72a-4c24-ab9d-6fce55b0fdc4,Guten Morgen,"Gut gemacht,.",0
1db35f28-b1be-47d1-9e2b-584db2f1bc43,Füge Eier zu meiner Lebensmittelliste hinzu.,Wie viele Eier stehen auf meiner Einkaufsliste?,2
ec31b62d-6833-443b-b1b4-a10f2cc494c2,Wann kommt der Zug nach San Francisco an?,Wie spät ist es in Kalifornien?,0
5aff15b0-9488-4b06-aa0b-8fe2301ba5b0,Wie spät ist es in San Francisco?,Wo liegt San Francisco?,1
131e5a29-9af4-43c2-b085-028aca8886b4,Was ist ein gutes Taco-Rezept?,Wo kann ich einen guten Taco-Truck in LA finden?,1
7f229b17-2dd5-4f94-b22f-0245a3531745,Wie lautet das Rezept für Tacos?,Welches ist das beste Rezept für Tacos?,4
664660f4-5cc9-4510-a1e0-534d10ca1645,Was ist ein Keksrezept?,Stellen Sie einen Timer für 5 Minuten für Kekse ein,1
02dcaabc-2e46-462c-857a-e4d213848e13,Besorgen Sie mir ein Rezept für Kekse,Zeigen Sie mir das Rezept für Kekse,5
ed6c3271-1076-4243-8427-112e9eea66bf,Gib mir die Wetterdaten für den 15. März,Wird es am 15. August regnen?,4
329cc6ac-4d4d-4d13-a805-cdc0edc2247e,Welcher Tag wird am 15. März sein?,Auf welchen Tag der Woche fällt der 15. März?,4
a80a6a22-564f-4373-98c3-9c740a46ae7a,"Notieren Sie, dass ich dieses Lied nicht mag.",Ich mag ihn nicht,3
1604d9d4-96fb-4d52-9082-f8abcff2a74a,Wie dämpfe ich Reis?,Bitte erklären Sie das Reisrezept.,4
61ba19fd-cbbd-45b1-b5a2-68e1cfe83066,Wie wird Reis zubereitet?,Wie lange muss ich Reis kochen?,4
a485dd4c-6acf-4fd6-9852-f2f0025c899e,Beschreiben Sie geplante Ereignisse,Erzählen Sie mir von geplanten Ereignissen,4
8263318f-798b-4af2-b7f2-56559f46ab99,Ihre Antwort ist nicht klar.,Ihre Worte sind nicht so klar.,4
a4c30a06-d328-4897-9ebd-ea810b88d9d8,Ihre Antwort war nicht klar.,Ihre Antwort war nicht so klar.,5
dfcdaf43-c1ce-460c-b337-a7e5a4edbf04,Mein Tagesablauf,meine Agenda anzeigen lassen,4
acea8efe-d427-410a-bffb-73d1c8c4cd4b,Was ist die geografische Bedeutung Indiens?,Wer ist der Premierminister von Indien?,1
8dda0c89-04de-4b1a-a4d0-f65b27438a8f,Wo befindet sich Indien?,Welche Länder haben eine Grenze zu Indien?,2
d706bac9-ce48-410a-953d-89f654713875,Wie viel ist die indische Rupie im Vergleich zum US-Dollar wert?,Wie ist das Wertverhältnis zwischen der indischen Rupie und einem US-Dollar?,5
f2738b8c-e478-4ec5-91f3-fad7c05f25a8,Kontakte öffnen und John Smith anrufen,schicke John Smith eine E-Mail.,2
03f520f1-c05d-42aa-b7f2-4aa16e43d15d,John Smith in den Kontakten finden,Kontakte öffnen und John Smith finden,5
f4fac8e5-3a52-4299-be17-b0b870fc064a,Eine E-Mail für Jack verfassen,"Schnelle Antwort an Jack, bitte senden Sie eine Mail",4
03dcd0f4-491a-404f-ae93-57e633371656,Zeigen Sie mir die letzte E-Mail von Jack,Zeig mir die E-Mail von Jack,5
0e4cabdb-bab0-4426-b41f-99548a897f1a,"Ok Google, kannst du Hörbuch {Titel} fortsetzen",Ok Google! Bitte alle Lautsprecher leiser stellen,1
c01e8c90-fbaa-472b-93a2-eb5b8d057617,"Ok Google, Hörbuch abspielen {Titel}","Ok Google, starte Hörbuch {Titel}",5
da1b17f4-58b3-4b37-9ded-ce6d3729a319,Ändere deine Farben auf grün.,Schalte die Lichter auf grün,4
c80b8885-4faf-4f9d-8037-3242b9f254aa,Könnten Sie bitte die Farbe der Beleuchtung auf grün ändern?,Ändere die Lichtfarbe auf grün,5
77aba2e1-4ad2-4428-8bf5-2e2ca83f6c16,"Wie spät ist es in Dallas, Texas?",Wie weit ist es von Tokio nach Dallas?,1
98ffc20c-84b7-47c4-b3fe-5d19c1bc85d9,Wie viel Uhr ist es in Dallas?,Wie spät ist es in Dallas?,5
e8658648-fab1-4234-915b-7a5bad9b8347,Können Sie mir ein mexikanisches Restaurant zum Mitnehmen empfehlen?,Welche mexikanischen Restaurants gibt es in der Nähe zum Mitnehmen?,4
029c994f-e1a8-4ecf-8827-eb8b14e4c742,Ich möchte Essen zum Mitnehmen bestellen.,Bestelle ein Essen zum Mitnehmen,5
f7f21e3b-ebe2-43d2-8f36-831f14a976ee,Ich möchte gerne etwas zum Mitnehmen bestellen.,Ich möchte etwas zum Mitnehmen bestellen,5
5835c017-221f-4028-a9af-98fab713c5dd,erzähl mir von heute,"Willst du wissen, wie mein Tag war?",3
fd7fc21d-f6fa-416c-8d7c-4fb043a77240,Erzähl mir von meinem Tag,Kann ich dir von meinem Tag erzählen?,3
4706ee1e-99d2-4f89-83d7-94a35141e255,Bitte schalten Sie meinen Lautsprecher stumm.,Lautstärke der Lautsprecher ausschalten.,5
25e7452f-c6a0-4420-96ff-d3f99f2ba11b,"Schalten Sie meine Lautsprecher für eine Minute stumm, ich muss einen Anruf tätigen.",Ich muss den Lautsprecher stumm schalten,3
742dff01-fc50-41c4-a7a0-271a5d2c2eef,Wie hoch sind die Aktienkurse von IBM,Bitte zeigen Sie mir die aktuellen Aktienkurse von IBM,5
41a3a506-acf2-4efb-b074-6881f95c8ec2,Wie hoch ist der Aktienkurs von IBM?,Wie hoch ist der Kurs der IBM-Aktie?,5
38ceda1b-7716-4c32-8f6b-df91c31ef187,Wann ist die Party an diesem Wochenende?,"Habe ich eine Liste mit Kontakten für die Party, die ich plane?",2
c71d7b1c-5cc8-4cbc-8607-3ea9c38e16dd,Wann ist die Party geplant?,Habe ich dieses Wochenende eine Party geplant?,3
97efd5fa-fbd9-4059-9e95-9b6390836573,Können wir die Lichter aufdrehen?,Können Sie die Beleuchtung für mich heller einstellen?,4
778d354d-c6ab-43d7-ad14-d816a03f005a,Kannst du das Licht auf die höchste Stufe stellen?,Kannst du das Licht anmachen?,3
fa0516ab-6a5e-401c-a637-c4d3bc9a8e3c,"Olly, an welchem Tag ist dieses Jahr Ostern?",An welchem Datum ist Ostern dieses Jahr,4
54dcefea-9938-4354-9803-493776246f7e,Was ist mit dieser Veranstaltung?,Zeigen Sie mir mehr Informationen zu dieser Veranstaltung.,4
cac1e486-42de-4748-a1cb-1e4be4a6a518,Wie lauten die Details zu dieser Veranstaltung...,Was sind die Details von (Veranstaltung),5
cd840417-620c-48c7-8eef-bfb6dfbdc35b,Was steht nächste Woche in meinem Kalender?,Habe ich dieses Wochenende irgendwelche Termine?,3
3c969262-6a58-4534-a369-ff64f2dff2ae,"Bitte sagen Sie mir, was für dieses Wochenende im Kalender steht",Bitte teilen Sie mir die Weckzeit für die Wochenenden mit,2
ed5607dd-85e8-47e8-9a39-4be687120a1a,Ist heute der 20. März?,War dieser Song in den Top 20?,0
308a5712-5d3c-4667-b999-e7aaf38cabfd,Gibt es nächste Woche Tage mit Temperaturen um die 20 Grad?,Welcher Tag ist der 20. dieses Monats?,0
dfbd5b7b-43bf-491b-8845-b5005d80cd5c,Spielen Sie Country-Musik.,Spiele mein liebstes Country-Lied ab.,3
6638401e-f1fd-4e42-bacf-88848daa5f0f,Spielen Sie einen Country-Sender.,Bitte einen Country-Sender abspielen.,5
811358b2-5939-45f9-b53a-9fdad759fb33,Sende einen Tweet an das Unternehmen,Tweet an das Unternehmen,5
d3c75a97-fd38-4057-aa71-48b708626732,Punkt 5 auf meiner To-Do-Liste abhaken,Summe von fünf und zwei,0
2295cb7d-5c9e-4ac5-bea7-2b5ced5eeaeb,Liste 5 abspielen,Öffne Wiedergabeliste 5,4
f81c511a-af18-47d2-a622-a808c8d20dda,beliebiges Treffen zwischen 18 und 19 Uhr,Bitte setzen Sie eine Erinnerung für Freitag um 18 Uhr.,2
31ef3325-c50a-491a-994c-e677145eb22e,Termin für 18:30 Uhr bis 19:30 Uhr,Habe ich zwischen 18 und 19 Uhr Zeit,2
09e1d00b-14e3-49ed-ac98-5d929a435c65,Zeige mir die Besprechungen der letzten Woche,"Können Sie mir sagen, welche Besprechungen diesen Monat stattgefunden haben?",3
5c3f6c92-32b7-412d-99ed-b9ee4b163fcd,Erzählen Sie mir von dem Treffen diese Woche,"mir sagen, welche Besprechung ich diese Woche habe",4
78ea9969-33fb-46ee-8328-1536f8013c4c,Wann kann ich mein chinesisches Essen abholen?,bestelle mir chinesisches Essen,1
6cb3ccf6-3426-464c-be69-65f7d8f98e32,Wann kommt mein chinesisches Essen?,Wann wird mein chinesisches Essen geliefert?,5
7fd2d251-60e3-41fb-ac65-a65e858cb900,PDA: Was ist 2 plus 2?,Eins plus zwei gleich ?,2
601aa0fc-91da-4f57-ba54-96fac20296b8,Was ist die Antwort auf 2 plus 2?,Wie erhalte ich die Antwort auf 2 plus 2?,4
fa4f8e76-2976-4f35-bfa2-5c7c32870b4d,Spielen Sie mir etwas Pop,Bitte spielen Sie nur Musik von Pop mix.,4
4490b89f-fe26-4484-af52-bb7542e7f11d,Bitte meine Pop-Playlist abspielen,Spielen Sie bitte meine am besten bewerteten Popsongs.,4
a9873a45-4a90-40b4-a619-50a9f9c85e64,Kontakt finden,Kontakte öffnen,4
a27361cd-b6d3-4047-a6a3-e589ca045ce5,In Kontakten nachsehen,Kontakte nachschlagen,5
f1b08352-a6b3-4287-9981-799b57ffa25d,Ist es kalt draußen?,Was soll ich anziehen? Ist es draußen kalt?,3
3845d77c-28ae-43f1-a9e6-ba5eea292767,Wird es kalt sein/,Ist es draußen kalt?,4
9cfe0a1c-8833-4d9e-bef5-aea6e3dfb585,Bitte spiele Musik von meiner 80er-Playlist,"PDA, ich stehe auf Musik der 80er.",3
697d9db9-4861-46e7-99c2-d0137adf47cf,Bitte suchen Sie mir 80er Jahre Musik,Bitte spiel mir Lieder aus den 80ern,5
8b515f04-90b7-46ba-b6a4-91dd31da09db,Danke für diese Information.,Vielen Dank für Ihre Hilfe.,4
befd5d08-ffb1-4441-b8d8-d47bd462d6ce,Danke für die Informationen.,Vielen Dank für die Informationen.,5
f20941dc-42aa-455f-9607-0a699d947139,Was bist du?,Wer sind Sie?,3
decdfd8d-1901-43ee-9129-1c7eed28f191,"Speichern Sie die Meinung, die ich gerade zu diesem Lied gepostet habe.",der Song weckt bei mir bestimmte Erinnerungen,2
4f9daebe-d6d7-4ed9-ac76-99dcfc67366e,"erinnere mich daran, was ich über diesen Song denke","erinnere mich, wie ich über diesen Song dachte",4
a3e97277-08dd-4327-9b8b-6e71fd82e54e,Was ist 3+4?,UM WIE VIEL UHR IST MEIN TERMIN AM 4. APRIL?,0
94baafb3-a1f7-45ca-b52b-303e20c4c7e1,Was ist die Antwort auf 4+4?,Was ist 4 plus 4?,5
f06c3cda-13d7-44a0-8eab-8a8b376b79ce,Wie spät ist es in der östlichen Zeitzone?,Wie groß ist der Zeitunterschied zwischen Eastern Time und Pacific Time?,2
1bc07ab3-71ac-45f5-a6cb-356e11903fed,Wie spät ist jetzt die östliche Standardzeit?,Wie spät ist es jetzt in der östlichen Zeitzone?,4
36b85fae-ca62-4470-8fda-9c6caa19c231,bitte schalte die Lichter auf rot,Ändern Sie die Lichtfarbe in Rot,5
2cab3182-b5ed-4314-afbd-de4864c78ea3,Gib mir rote Lichter.,Ändere die Lichter auf rot.,4
61d99807-7944-4a35-8a0c-413b29f3f7b7,"Es scheint, dass Ollys Befehl falsch war.","Es scheint, dass die Antwort von Olly, die du verstanden hast, falsch ist.",4
f0eb46d2-637c-4d19-91fc-e985665a5ffb,"Ich denke, Ollys Befehl war falsch.","Ich glaube, Ollys Befehl ist falsch.",4
c2765a84-2c86-4475-a7d2-635f817b671b,Ich möchte die Einkaufsliste für diese Woche erstellen,Welche Termine habe ich für die kommende Woche?,1
d0e0a20b-4528-4fd7-8ae9-29dafcb63c0f,Ich möchte die Aufgabenliste für die nächste Woche erstellen,habe ich irgendwelche Listen für die kommende Woche,2
7a9084a8-c6bd-46a5-a271-cad566725bad,lassen Sie uns bitte von vorne beginnen.,Können Sie noch einmal anfangen.,4
218b5cb7-a81e-4bca-9c43-6d0d646d0fdc,bitte lass uns noch einmal von vorne anfangen.,Bitte lassen Sie uns von vorne beginnen.,5
68bf4726-7924-4555-bc32-913b5d61f266,"Ich möchte, dass Sie einfach aufhören.","Das reicht, hör einfach auf.",5
abaf80c1-ce25-4389-b14f-5c9a98a35a47,"Ich möchte, dass Sie es einfach beenden.","Ich will, dass du es einfach abstellst.",5
49dcc602-ec09-49d5-82c4-f743cabd8a8b,mach Musik an,Bitte drehen Sie die Musik lauter.,2
aa977c57-1c06-4066-8a41-bb7c6bf4a7b7,Musik aktivieren,Musik einschalten,5
6f582d64-cde3-4c3e-83dd-d6becbb25ad8,Ist mein Kalender am Donnerstag noch frei?,Erwarten wir am Donnerstag Regen?,1
51c9488f-ad9f-4f48-a4d8-6f4713839e0d,Um wie viel Uhr ist meine Besprechung am Donnerstag?,Welche Meetings habe ich nächsten Donnerstag?,4
e43d8086-3455-4bb2-9cc9-cc74041d02e1,Wie hoch ist der Aktienwert von Walmart?,Wie viel kosten die Aktien von Walmart?,5
c778cd9d-563c-483e-8e17-b5d532d76842,Wie hoch ist der Wechselkurs für kanadisches Geld?,Kanadischer Us-Wechselkurs,3
d25075e0-fa65-41ac-8b48-ccc205d99487,weck mich auf,Wecken Sie mich um 6:30 Uhr,3
73d128b5-1554-470b-b13d-f9228ad3aa1d,Wecken Sie mich um diese Zeit,Wecken Sie mich pünktlich,3
c2d0ac62-db63-4ad0-a50c-eb0fa5ccddea,Ändere das Licht im Badezimmer auf gelb,"Lichter auf blau, grün und gelb umschalten",2
10e98f57-5fee-4ffb-9075-79dc0fd66727,Ändere die Lichtfarbe auf gelb,"Olly, ändere meine Lichtfarbe auf gelb.",5
9b887770-a72b-49bb-9acc-053e85bbf7cb,Lasse den Roomba das Wohnzimmer reinigen,Lass den Roomba die Küche putzen,5
76c83f1b-2464-4695-bcff-2ee9567f3dcb,Spielt für mich Musik von den Beatles,Spielen Sie für mich die Musik von The Beatles,5
874cce3d-c72f-4c2e-ae9e-f09536c4cdc8,eine neue E-Mail zu meinen Kontakten hinzufügen. XXXXX@gmail.com,E-Mail an x@x.org,2
430318be-647d-46c9-aa78-7aee38041d83,füge die E-Mail XXXXX@gmail.com zu meinen Kontakten hinzu,E-Mail XXXXX@gmail.com zu den E-Mail-Kontakten hinzufügen,5
49d7163d-e43d-4a0f-9417-6ab94cda17ac,Welche Veranstaltungen finden dieses Wochenende in Seattle statt?,"Zeigen Sie mir, was es Neues in Seattle zu berichten gibt.",2
c5e3f3bd-9307-410c-a1e0-92b39de0ddeb,Gibt es an diesem Wochenende in Seattle etwas zu erleben?,Welche Veranstaltungen finden an diesem Wochenende in Seattle statt?,4
c6ff72e0-99ff-478f-8808-70dd167ae02c,Wecker für diese Besprechung stellen,Vor der Besprechung eine Warnung senden,4
01a6031d-14a4-49a4-bf4c-56cff9d4953c,Benachrichtigung für Besprechung einrichten,Erinnerung für Meeting setzen....,4
0716c216-47b6-4f9e-bf5d-4e286ba9131c,Sprechen Sie bitte leiser.,Bitte nicht sprechen,2
45f06245-4619-4b45-bf70-0e887d1ae809,Bitte sprechen Sie leiser zu mir,Bitte sprechen Sie leiser.,5
87ee0d16-2354-4095-8c89-ac24a8689e3a,wann sind Feiertage im aktuellen Monat,Welcher Tag ist Silvester in diesem Jahr?,2
8f387079-f279-40c5-884c-3830ad88fb16,Wann ist der nächste Feiertag?,Wann ist ein Feiertag?,3
1380daa5-8b3d-4c2a-9d09-071030e16ea8,Schalten Sie das Radio ein und stellen Sie 989 ein.,Spielen Sie den Rock 92-Radiosender ab.,3
ee4902cd-f9de-4a97-a28b-d5252056a1f4,Spielen Sie 989 auf dem Radiosender,Spiel bitte 989 im Radio,5
32c2c1c4-71e9-483f-bc8a-6b0792a65c21,Rap spielen,Ich finde Rap-Musik sehr unterhaltsam.,2
87428f9c-95eb-47fc-aeb4-98431c669662,Rap-Musik abspielen,Rap-Songs abspielen,5
af17e0b3-c7eb-40f6-b97d-36c4c17b7241,Es war ein arbeitsreicher Tag.,Heute war ein harter Tag.,4
ca8541ea-2e43-4ac6-ae13-862a895f26b2,Mein Tag war anstrengend,Mein Tag war stressig,4
41ac1982-d3cd-4249-9a0d-bd0de26dd121,Wie lauten die aktuellen Kurse der Aktien?,Wie hoch sind die Schwankungen meiner Aktien?,3
c821ae1f-b9e7-4b9a-be0c-0911ea751008,Wie hoch ist der Aktienkurs von...,Wie hoch ist der aktuelle Aktienkurs von....,5
0b2cf79d-31b0-4841-94dc-68a6d9fa2216,Bestellen Sie ein Zugticket nach Boston.,Zeig mir die aktuelle Zeit in Boston,1
fab0ced6-fb44-4407-a978-bda3584cb316,Besorgen Sie mir eine Fahrkarte nach Boston.,Kaufen Sie mir eine Fahrkarte nach Boston.,5
6c294203-dc80-4933-a131-35647c9082b9,Wie man ein Steak gut grillen kann,Wie kann man ein Steak gut zubereiten?,4
ab8c5b88-8df6-419b-93ec-00bae7d2c937,Ich hätte gerne ein Rezept für gebackenes Hähnchen.,Was ist ein Hähnchen?,1
422804db-2db8-4068-9b94-17d11ce94d58,"Ich möchte wissen, wie man ein Hähnchen im Ofen zubereitet",Ich hätte gerne eine Anleitung für gebackenes Hähnchen.,5
3aba4bcc-43a8-4055-a22c-9b4f94499427,Wie hoch ist der aktuelle Aktienkurs von amazon?,Wie lang ist der Fluss Amazonas?,0
066115f5-a7d8-4b01-a31f-efcafcc42ed4,Wie hoch ist der Wert der amazon-Aktie?,Wie hoch ist der Aktienkurs von amazon.,5
40659a65-85f0-4fa7-b6fa-d4c8a69e3326,Wie viele EUROs gibt es für 100 USD?,Wie viele Pfund erhalte ich für 100 Dollar?,2
a97e576f-b929-4ee5-8437-ff2ad80bd28c,Bitte Termin auf Montag legen,Entfernen Sie mein Dinner-Ereignis für Montag.,1
450b6deb-7a70-457a-ab3a-fa4f0180a134,Erinnerung anna für jeden Montag einstellen,Termin für Dienstag löschen,1
63f64098-1d06-46c2-884e-6ec018cc53fd,ich kann nicht mit dir mithalten.,Ich kann Sie nicht einholen.,3
9a9075ca-c53e-4e87-9c78-321c07afc651,Spielen Sie für mich die Musik von Michael Jackson,Erzähl mir etwas über Michael Jackson,2
90db68fa-3ae0-4e68-9ec4-f0fa1b350a50,Michael Jackson abspielen,Spielen Sie den Song von Michael Jackson,5
5474c768-c806-46c7-820f-2a85fdba70ba,Mach das etwas lauter,Könnten Sie noch lauter sprechen?,4
e8381f65-7842-40d6-ac94-c9900bd6fca2,Kannst du ihn ein wenig lauter stellen?,Können Sie die Lautstärke aufdrehen?,5
303ea48e-e0b7-4acb-90b8-f028ca202596,Wie hoch ist der aktuelle Aktienkurs von Google?,Aktienkurs von goog anzeigen,5
4f5ab539-adfc-48d3-88f8-26df20e650dd,"Olly, was steht heute auf meiner To-Do-Liste?","Olly, was steht als nächstes auf meiner Liste?",4
51922bff-c40d-4db1-bbfc-be14afc5aee1,Welche Besprechungen sind im März verfügbar?,Was steht diesen Monat in meinem Kalender?,3
c573f313-380d-442a-95ed-87de64aff8ff,Welche Ereignisse sind in meinem Kalender im März aufgeführt?,Welche Treffen gibt es im März?,4
5fc7558c-6c27-4b9a-b7e8-90313b79181d,Wie groß ist die Einwohnerzahl von Los Angeles?,Welche Familienaktivitäten gibt es morgen in Los Angeles?,1
a76fc1a1-28e2-4582-8730-b3a31cce0a67,Welche Veranstaltungen gibt es in Los Angeles?,Wie hoch ist die Einwohnerzahl von Los Angeles?,1
c5df2d39-0e6f-4346-9808-ddf3e52ff8ec,Kannst du eine Veranstaltung für nächsten Freitag in meinen Kalender eintragen?,Habe ich Freitag Nachmittag Zeit?,3
b14095ab-6cbe-46c9-8163-d7d6ca3b94ce,Google habe ich für Freitag irgendwelche Termine in meinem Kalender?,Habe ich am Freitag eine Verabredung?,4
d9fb80b7-338a-492d-be75-011cea439448,Wie koche ich ein hart gekochtes Ei?,Wie lange kocht man ein Ei weich?,3
4815cdb2-bcd2-43fb-975b-15e8a133aa16,Wie kann man Eier gut kochen?,Was ist die richtige Kochzeit für gekochte Eier?,4
8ee48aa7-0761-4dae-b4f3-f330e48d6984,zeige mir die neuesten Nachrichten der BBC,BBC Radio Eins abspielen,4
9ac0cd5e-3dc7-4c5c-9aab-a4e25e5de499,Informieren Sie mich über die BBC-Nachrichten,Sagen Sie mir die BBC-Nachrichten,4
f2e73bf4-96ed-4acf-8de3-8f8c3a366722,"Darf ich wissen, was in den sozialen Medien gerade angesagt ist?",habe ich irgendwelche Benachrichtigungen von sozialen Medien,3
c561e544-fdaf-49e3-b8c9-8c4db6b28382,Gibt es etwas Wichtiges in den sozialen Medien?,Gibt es etwas Neues in den sozialen Medien?,4
a962f706-27cc-4ca8-b823-ddf19d01e1e2,eine E-Mail an meinen Vorgesetzten schreiben,"E-Mail an den Chef schicken und sagen, dass ich mich verspäten werde.",3
b639693b-a629-4306-917e-39a0e062ca50,Senden Sie eine E-Mail an meinen Chef.,Schreibe und sende E-Mail an meinen Chef,4
c70796fe-4bbe-4ec0-ba25-8ec72f48c540,Das habe ich nicht gesagt.,"Verdammt, das habe ich nicht gesagt.",5
a9576045-cdb9-4fdc-8996-2938a0144cb2,Ich habe es nicht gesagt.,Ich habe das nicht gesagt.,5
8a407e8c-0147-4ae2-aede-80af41b820f4,"PDA, Wie kocht man diese Speise?",Wie koche ich Fleischbällchen?,3
cebb6db9-0110-409d-a18a-04e6e1de6a2b,Wie koche ich diese Mahlzeit?,Wie kocht man dieses Gericht?,5
4dc8eb01-04db-44ea-82a7-fc22e621d786,PDA bitte prüfen Sie meine kommenden Termine,"Hallo PDA, können Sie die Informationen für diesen Termin lesen?",3
3603f51a-cb3a-4229-ac9c-08b4a03a6caa,"PDA, zeige mir meine Termine.","PDA, zeige mir meinen Kalender.",4
00674d39-e1d4-47d9-84fe-471bf1237570,"Olly, wo ist das nächstgelegene gute Restaurant","Olly, gibt es eine gut bewertete Pizzeria zwischen der vierzehnten und achtzehnten Straße?",3
de9f255e-d1b4-4cd9-8061-1bc427a98dce,"Olly, können Sie mir ein gutes Restaurant empfehlen?","Olly, welche Restaurants haben in dieser Gegend gute Bewertungen?",4
b4f8a2c4-7fa3-4308-b4b1-d8bf38aac67b,Erstelle mir eine neue Checkliste.,"Erstellen Sie eine neue Liste, bitte",4
296ce2f5-77e6-4965-aab9-388fefa0aa8e,neue Checkliste hinzufügen,eine neue Liste hinzufügen,4
8a4db100-5081-48bf-bc93-1e0ca7428b18,Das wäre dann alles.,Das ist alles.,5
529f7163-5f6a-47b1-b17a-a30a9a48021c,Wo sollte ich heute Abend essen gehen?,Habe ich heute Abend noch etwas vor?,1
60595dc5-f47d-4713-8958-a756776bbc5a,Was steht heute Abend auf dem Speiseplan?,Was steht auf meiner Liste für heute Abend.,1
fc8bdeba-6b2e-4f50-b11e-4a44fe205677,Wie ist das Wetter in Miami,"Ich möchte die Strecke wissen, die der Zug nach Miami fährt",1
0cf9ec05-86f7-40e0-ab05-1f3c383d3255,in welcher Region befindet sich Miami,Wie ist die aktuelle Temperatur in Miami,1
62b09102-abf3-43df-86ef-73264b8e20dd,Schalte die neue intelligente Steckdose ein,neue intelligente Steckdose einschalten,5
fa67820c-7649-427c-ab09-9fe16c67f5e6,Werde ich heute eine Jacke brauchen?,Muss ich heute meine Schneejacke mitnehmen?,3
227c440f-56a8-481a-9850-4b84df69ba22,Sollte ich heute eine Jacke tragen?,Brauche ich heute eine Jacke?,5
153e1834-7e0c-4191-a1fe-1d9b658c6adc,spiele dieses Spiel mit mir,Spiel Squash mit mir.,3
c355175f-1ead-4a47-a24a-e18accb2cc4f,Spielen Sie ein Spiel mit mir,Spiel ein Spiel mit mir,5
e0165248-0513-478f-900d-36322007e5a1,Was bedeutet dieses Wort?,Was ist die Bedeutung dieses Wortes?,5
43473a74-3a87-4b98-bd3c-f18b4f1ea601,Ich möchte Rock hören.,Ich mag Rock'n'Roll sehr gerne.,1
f268c299-7bef-42ce-9f45-f9bfb727e752,Aktuelle Uhrzeit und Datum bitte,Prüfen Sie den Kalender auf Termine oder Ereignisse,0
74504fa9-36f8-4f63-b8ba-1a21279234dc,Uhrzeit und Datum,Datum und Uhrzeit,5
5b3f9e47-c403-4b29-8ff8-d9e65eee6d99,Bitte fügen Sie der Lebensmittelliste Milch hinzu,Kannst du die Milch von meiner Einkaufsliste streichen?,1
f3e25573-247f-4b8b-9168-3ce53d013bdd,Füge Milch zu meiner Einkaufsliste hinzu.,Setze Milch auf die Einkaufsliste.,5
b1a483b0-7012-41a7-bd74-5229aeb59ca3,Was habe ich heute von 14 bis 16 Uhr zu tun?,"Kann ich wissen, was ich am nächsten Samstag um 18 Uhr zu tun habe?",3
f4709df4-779b-4d26-b07a-69eb145984c0,Habe ich heute zwischen 15 und 16 Uhr etwas vor?,Was habe ich heute zwischen 15 und 16 Uhr vor?,4
4550748b-3cae-456d-b443-d228088167fa,Wie viel Uhr ist es in London?,aktuelle Zeit in London,5
6269a8d1-5e2a-4cd3-9da3-e6cb39b0b372,Wie geht es dir heute?,Was willst du heute machen?,1
35d8d58a-33fe-452d-acfb-d9bcaafc7b21,"Hallo, wie geht es Ihnen heute?",Wie geht's dir heute?,5
